# fpr mean_tpr
0.712713 0.723317
0.713714 0.723317
0.714715 0.723317
0.715716 0.723317
0.716717 0.723317
0.717718 0.723317
0.718719 0.731942
0.719720 0.731942
0.720721 0.731942
0.721722 0.731942
0.722723 0.731942
0.723724 0.731942
0.724725 0.731942
0.725726 0.731942
0.726727 0.731942
0.727728 0.731942
0.728729 0.731942
0.729730 0.731942
0.730731 0.731942
0.731732 0.743782
0.732733 0.743782
0.733734 0.743782
0.734735 0.743782
0.735736 0.743782
0.736737 0.743782
0.737738 0.743782
0.738739 0.743782
0.739740 0.743782
0.740741 0.743782
0.741742 0.743782
0.742743 0.743782
0.743744 0.760788
0.744745 0.760788
0.745746 0.760788
0.746747 0.760788
0.747748 0.760788
0.748749 0.760788
0.749750 0.760788
0.750751 0.760788
0.751752 0.760788
0.752753 0.760788
0.753754 0.760788
0.754755 0.760788
0.755756 0.760788
0.756757 0.767158
0.757758 0.767158
0.758759 0.767158
0.759760 0.767158
0.760761 0.767158
0.761762 0.767158
0.762763 0.767158
0.763764 0.767158
0.764765 0.767158
0.765766 0.767158
0.766767 0.767158
0.767768 0.767158
0.768769 0.767158
0.769770 0.775456
0.770771 0.775456
0.771772 0.775456
0.772773 0.775456
0.773774 0.775456
0.774775 0.775456
0.775776 0.775456
0.776777 0.775456
0.777778 0.775456
0.778779 0.775456
0.779780 0.775456
0.780781 0.775456
0.781782 0.775456
0.782783 0.778436
0.783784 0.778436
0.784785 0.778436
0.785786 0.778436
0.786787 0.778436
0.787788 0.778436
0.788789 0.778436
0.789790 0.778436
0.790791 0.778436
0.791792 0.778436
0.792793 0.778436
0.793794 0.778436
0.794795 0.778436
0.795796 0.790451
0.796797 0.790451
0.797798 0.790451
0.798799 0.790451
0.799800 0.790451
0.800801 0.790451
0.801802 0.790451
0.802803 0.790451
0.803804 0.790451
0.804805 0.790451
0.805806 0.790451
0.806807 0.790451
0.807808 0.814960
0.808809 0.814960
0.809810 0.814960
0.810811 0.814960
0.811812 0.814960
0.812813 0.814960
0.813814 0.814960
0.814815 0.814960
0.815816 0.814960
0.816817 0.814960
0.817818 0.814960
0.818819 0.814960
0.819820 0.814960
0.820821 0.837693
0.821822 0.837693
0.822823 0.837693
0.823824 0.837693
0.824825 0.837693
0.825826 0.837693
0.826827 0.837693
0.827828 0.837693
0.828829 0.837693
0.829830 0.837693
0.830831 0.837693
0.831832 0.837693
0.832833 0.837693
0.833834 0.848492
0.834835 0.848492
0.835836 0.848492
0.836837 0.848492
0.837838 0.848492
0.838839 0.848492
0.839840 0.848492
0.840841 0.848492
0.841842 0.848492
0.842843 0.848492
0.843844 0.848492
0.844845 0.848492
0.845846 0.848492
0.846847 0.855096
0.847848 0.855096
0.848849 0.855096
0.849850 0.855096
0.850851 0.855096
0.851852 0.855096
0.852853 0.855096
0.853854 0.855096
0.854855 0.855096
0.855856 0.855096
0.856857 0.855096
0.857858 0.855096
0.858859 0.855096
0.859860 0.861220
0.860861 0.861220
0.861862 0.861220
0.862863 0.861220
0.863864 0.861220
0.864865 0.861220
0.865866 0.861220
0.866867 0.861220
0.867868 0.861220
0.868869 0.861220
0.869870 0.861220
0.870871 0.861220
0.871872 0.868151
0.872873 0.868151
0.873874 0.868151
0.874875 0.868151
0.875876 0.868151
0.876877 0.868151
0.877878 0.868151
0.878879 0.868151
0.879880 0.868151
0.880881 0.868151
0.881882 0.868151
0.882883 0.868151
0.883884 0.868151
0.884885 0.882983
0.885886 0.882983
0.886887 0.882983
0.887888 0.882983
0.888889 0.882983
0.889890 0.882983
0.890891 0.882983
0.891892 0.882983
0.892893 0.882983
0.893894 0.882983
0.894895 0.882983
0.895896 0.882983
0.896897 0.882983
0.897898 0.890475
0.898899 0.890475
0.899900 0.890475
0.900901 0.890475
0.901902 0.890475
0.902903 0.890475
0.903904 0.890475
0.904905 0.890475
0.905906 0.890475
0.906907 0.890475
0.907908 0.890475
0.908909 0.890475
0.909910 0.890475
0.910911 0.908848
0.911912 0.908848
0.912913 0.908848
0.913914 0.908848
0.914915 0.908848
0.915916 0.908848
0.916917 0.908848
0.917918 0.908848
0.918919 0.908848
0.919920 0.908848
0.920921 0.908848
0.921922 0.908848
0.922923 0.908848
0.923924 0.927302
0.924925 0.927302
0.925926 0.927302
0.926927 0.927302
0.927928 0.927302
0.928929 0.927302
0.929930 0.927302
0.930931 0.927302
0.931932 0.927302
0.932933 0.927302
0.933934 0.927302
0.934935 0.927302
0.935936 0.937459
0.936937 0.937459
0.937938 0.937459
0.938939 0.937459
0.939940 0.937459
0.940941 0.937459
0.941942 0.937459
0.942943 0.937459
0.943944 0.937459
0.944945 0.937459
0.945946 0.937459
0.946947 0.937459
0.947948 0.937459
0.948949 0.954628
0.949950 0.954628
0.950951 0.954628
0.951952 0.954628
0.952953 0.954628
0.953954 0.954628
0.954955 0.954628
0.955956 0.954628
0.956957 0.954628
0.957958 0.954628
0.958959 0.954628
0.959960 0.954628
0.960961 0.954628
0.961962 0.970816
0.962963 0.970816
0.963964 0.970816
0.964965 0.970816
0.965966 0.970816
0.966967 0.970816
0.967968 0.970816
0.968969 0.970816
0.969970 0.970816
0.970971 0.970816
0.971972 0.970816
0.972973 0.970816
0.973974 0.970816
0.974975 0.978471
0.975976 0.978471
0.976977 0.978471
0.977978 0.978471
0.978979 0.978471
0.979980 0.978471
0.980981 0.978471
0.981982 0.978471
0.982983 0.978471
0.983984 0.978471
0.984985 0.978471
0.985986 0.978471
0.986987 0.978471
0.987988 0.986290
0.988989 0.986290
0.989990 0.986290
0.990991 0.986290
0.991992 0.986290
0.992993 0.986290
0.993994 0.986290
0.994995 0.986290
0.995996 0.986290
0.996997 0.986290
0.997998 0.986290
0.998999 0.986290
1.000000 1.000000
